id,text,humor_mechanism
tweet9295,"—¿On ta bebé? (/_\)

—Mamá ya tengo 18 ¬¬

—¡¡TE CORTO EL INTERNET IDIOTA!!

—¡Aquí ta! \('.')/",embarrassment
tweet3901,"-¡Oye linda! ¿tienes novio? -Para ti tengo novio, marido, amante, amigo y soy lesbiana. Para tu amigo, estoy soltera.",embarrassment
tweet11169,"—Va a querer su Jetta en pagos, ok ¿a 5 o 6? 

—¿Años?

—No, generaciones.

Chilangos comprando un auto.",exaggeration
tweet10907,"¿Celoso yo? ¡JAJAJAJAJAJA! Ahora no puedo ponerte un chip rastreador, porque entonces ya soy celoso.",exaggeration
tweet19939,"–¿Vienes o voy?
–Con este frío no salgo ni para abrirte la puerta.",embarrassment
tweet6282,¿Y qué le dijo la P a la R? ¡Qué cosota tan grande tienes! by @KaritoEP #fb,absurd
tweet17769,"-Esta navidad espero que lleguen a mi hogar Paz, Esperanza y Consuelo -Pues si llegan me avisas y nos las tiramos!",misunderstanding
tweet16250,"—Hija ¿Tu usarías zapatos si no tuvieras pies?

—Obvio no abuelo, ¿Por qué?

—¿Entonces por qué usas brasier? JAJAJAJAJÁ

—¡ABUELOOOOO! :,(",embarrassment
tweet387,"Aló, Diga? - Tenemos secuestrada a tu suegra, si quieres volver a verla tienes qu.... *tutututututututu*",unmasking
tweet6444,"¿En que se parecen un perro y un ginecólogo miope?
 En que los dos tienen la nariz húmeda.",analogy
tweet21983,"-¿Hacemos una vaquita pa los bizcochos?
-Calmate Dourado",irony
tweet20268,Todos tienen derecho a ser pelotudos...Pero algunos están abusando del privilegio.,insults
tweet23730,"_Terminator ya tramitaste todas las tarjetas de credito?
  - Hasta la visa baby",parody
tweet5700,Está igualado este año el Globo de Oro a 'Mejor Corto' entre los minutos jugados de Isco y Mata.,wordplay
tweet3097,"El Sexo es como las matemáticas: suma la cama, resta la ropa, divide las piernas y reza para que no te multipliques #XD #JAJAJA #RT",analogy
tweet9325,"Si tienes frío ve a la esquina de tu cuarto, ahí tiene 90 grados.

Y tengo otros peores, eh.",wordplay
tweet7516,"Me encantan esos hermosos ojos que tienes aunque solo los uses para dejarme en visto, cabrona.",irony
tweet12556,La NASA confirmó que en otros siete planetas más creen que sos un pelotudo.,exaggeration
tweet20156,"Dios, q es para ti un siglo? -Un minuto -Y un millón de dólaress? -Un centavo -Concédeme un centavo! -Espérame un minuto, hijo",irony
tweet15661,"—Menores de 8 no pagan —Sí, él tiene 6 —¡Mamá! ¡Tengo 15! —¡Cállate, tienes 6!",misunderstanding
tweet9147,"—¿Y la magia dónde está? ¡YA SACA A ESA CABRONA DE LA CAJA!
—¡Abuelo, cállate! Estamos en un funeral.",unmasking
tweet10963,"-Mesero, quiero devolver este platillo.
-¿Por qué señor?
-Porque solo tuvo dos me gusta en Instagram. 
-Enseguida le traigo otro.",absurd
tweet1761,"un borracho en un río gritando:""ballena""-pero señor, una ballena en un rio? -no, se me cayeron dos botellas y una va llena!",wordplay
tweet9691,Llamadas perdidas: Papá (2) hermana (1) hermano (1) Mamá (78).,exaggeration
tweet2765,#Chiste: Un pollito lleva un consome debajo d su alita y le preguntan: q llevas ahi pollito?..Y muy triste responde: Las cenizas d mi madre,misunderstanding
tweet16874,¿En qué se parecen las mujeres a las matemáticas? En que no cualquier idiota las entiende.,analogy
tweet13380,"—¡Mira hijo, esta lata de Coca-Cola tiene tu nombre!
—Es una lata de atún, papá, ¡te odio!
—JAJAJAJAJAJ ¡Ven para acá, Van Camps!",embarrassment
tweet11028,"Que el doctorado no quita lo tarado, la maestría no quita lo porquería, la especialización no quita lo guevón. Por eso ni pregrado tengo.",analogy
tweet5717,"—""Dios perdóname por esta vida loca que llevó"".

—Pedrito, 6 años. Su madre le dijo que apagara la compu a las 10:00 y la apago a las 10:01.",parody
tweet7810,"Le preguntan al marinero : -¿Dónde está el capitán? -¡Por babor! -Por babor, ¿dónde está el capitán? #fb",wordplay
tweet7852,"¿Yo enamorada/o de ti? Jajajajajajajaja ""Nota mental: he de disimular más""",absurd
tweet917,"o no estaba borracho!! -Como que no? Estupido! Aplastaste a mi tortuga y gritaste: ""Sí! Soy Mario Bros!!",analogy
tweet22082,"-¡Venancio, dicen que las camisas de rayas adelgazan!
-Sí, pero ya me he comido tres y no veo resultados!",misunderstanding
tweet19902,"Los leggins son como la energía nuclear, según quien los posean puede ser maravilloso para el planeta o una catástrofe para la humanidad.",exaggeration
tweet9619,Si la montaña viene hacia ti... -Corre!!!! es un derrumbe.  #XD,wordplay
tweet20693,"- Sabes que se a muerto Juan el mecanico?? 
- Si?? Y que tenia?? 
- Pues que iba a tener!!! Un taller!!!",misunderstanding
tweet22656,"Querido Santa: Este año me he portado muy bien. Bueno ksi bien. Buenooo + o -. Es mas, déjalo así! yo me compro mis cosas!",reference
tweet3936,"Soy de ese tipo de personas que confunde el estrés con hambre, la tristeza con hambre, el insomnio con hambre y el hambre con hambre.",exaggeration
tweet10685,"(Viernes)
– Ramirez: Gracias a todos, aprendí mucho y me llevo muchas cosas de esta empresa.
 (Lunes)
– Ramírez se robó la cafetera.",unmasking
tweet508,"Pasa un niño y otro niño le dice: -¡Adiós bizco! Y él contesta: -Adiós, par de maricas! #fb",stereotype
tweet4013,"—Hijo, acompáñame a comprar unas cosas...
—Aay no mamá, tengo muchas cosas que hacer: tarea, trabajos, investi...
—Y te compro algo.
—VAMOS.",unmasking
tweet9870,"Si tienes un amigo que vale oro, no pierdas el tiempo: véndelo.",absurd
tweet5743,¿Error? Error es que termine dentro.,reference
tweet20201,"Homosexual:

Hombre que siente atracción sexual por otro hombre.

Puto:

El que agarra al Real Madrid o al Barcelona en el FIFA.",stereotype
tweet17251,"—Mamá, ¿tú crees que yo…
—No.
—¿Y si…
—Tampoco.
—Pero yo…
—¡¡¡NO TENGO PLATA!!! ¡¡¡QUE NO!!!",reference
tweet5643,"Youtube es el nuevo MTV, primero eran vídeos musicales, luego una bola de idiotas haciéndose los chistosos y ahora puros pinches comerciales",analogy
tweet4144,—¡Mamá mamá! En la escuela me dicen incoherente —¿Por qué hijo? —Salchicha,unmasking
tweet11909,Limpiar tu cuarto: 1% limpieza. 30% quejarse. 69% jugar con lo que vas encontrando.,reference
tweet19716,"Una amiga a otra: -Quiero que mi novio sea como Bob Esponja -¿Si, cómo? -¡Ojos azules, rubio y bien cuadrado! #fb",analogy
tweet16007,"Hoy me dejaron en visto y ¿saben qué voy a hacer mañana? Exacto, escribirle. Valer verga requiere de constancia.",unmasking
tweet19825,"-¿Papá, es verdad que en muchos países de África un hombre no conoce a su mujer hasta que se casa? -¡Eso sucede en todos lados, hijo!",irony
tweet220,"Pepito define la palabra descanso
– Profesor, no sé lo que es.
– Una pista: qué hace tu papá después de trabajar?
– Eso quiere saber mi mamá",misunderstanding
tweet1750,Linterna: contenedor especial para transportar pilas descargadas.,reference
tweet16990,"""¿Quien es la perra hijueputa esa que sale a tu lado en esa puta foto?""
—Exclamó con enojo, la bella princesa",insults
tweet22956,"Están naciendo muchos niños igualitos a Onur Aksal.
Porque los hombres tienen las bolas llenas con las mil y una noches!",absurd
tweet10099,"El amor, es un sueño... Y el matrimonio es el despertador",exaggeration
tweet2896,"En una relación hay 2 tipos de personas:

1. Los indiferentes.
2. Los que lo entregan todo.

Yo no soy ninguna porque estoy solito. 😔",exaggeration
tweet15576,"Amor, creo que no le caigo bien a tu mamá, me dijo que soy medio tonto! -No te preocupes, es que te conoce a medias! #fb",embarrassment
tweet3424,#FF para los Foo Fighters!!!! Jajajaja Entendieron??? FF = Foo Fighters. Jajaja! Estoy amarrado en una silla en el sótano.,wordplay
tweet22681,EMANA: La ota Hija de mi amá y mi apá.,wordplay
tweet5852,"Top cosas que ella quiere: 

1) Mmm.
2) Ahhh.
3) Mmm.",parody
tweet21108,"Luego del almuerzo sigo tan triste que haré un bolero que se llame ""El aguacate que abrí no estaba para hoy""",parody
tweet14447,"La mejor prueba de amor según el año:

• 2000: compartir fluidos.

• 2014: compartir nudes.

• 2017: compartir memes.",exaggeration
tweet21297,El cura bautiza a un niño y le dice: Desde este momento vas a ser Cristiano. No Señor yo quiero ser Messi #XD #JAJAJA #RT,misunderstanding
tweet5513,"–¿Alguien pidió tu opinión? 
N
　 O
　　   O
　　　　 o
　　　　　o
　　　　　 o
　　　　　o
　　　　 。
　　　 。
　　　.
　　　.",embarrassment
tweet8632,"A lo largo del tiempo he aprendido que la “EX” es como Voldemort.

¡JAMÁS DEBE SER NOMBRADA!",analogy
tweet23620,"Voy a tachar de mi lista de animales mitológicos a los aficionados del Liverpool, que ahora que son líderes en la Premier veo que existen.",stereotype
tweet23715,"Cartel en UN CEMENTERIO:  cerrado por duelo
#chistes",wordplay
tweet3360,"Te entro como testigo de Jehova sordo, al timbre...",analogy
tweet7751,Haría lo que fuera por tener un cuerpo delgado y marcado. Excepto dejar de comer y hacer ejercicio.,irony
tweet17704,"La vida se encarga de poner a cada quien en su lugar, a mí por ejemplo, me trajo a un puesto de taquitos.",parody
tweet17654,¿Por qué los pitufos se la pasan riéndose? Porque el césped les hace cosquillas en el culo... #fb,absurd
tweet1966,Le he pedido la camiseta firmada a Özil y me ha dado la capa de invisibilidad de Harry Potter.,absurd
tweet5225,"-Mamá, mamá... En la escuela me dicen narizón. -No les hagas caso, lo que pasa es que tienes la cara muy atrás. #fb",absurd
tweet14142,¿A quién le tengo que vender mi alma para poder bajar los kilos que me faltan para diciembre?,exaggeration
tweet2463,"—¿Tiene pastillas para la diarrea? —Espere... Sí, ¿Cuántas quiere...? —JAJAJÁ no, ya no, ya olvídalo. Mejor deme un papel higiénico.",exaggeration
tweet23743,"Un espermatozoide le dice a otro: -¿Falta mucho para el óvulo? 
-Y mirá... recién vamos por la garganta.",absurd
tweet18262,"– Hola, soy marinero y escritor.
– ¿Ah, si?
– Sí, navego por Internet y escribo en twitter.",wordplay
tweet17737,"Tu abuelita se tardó 9 meses tejiéndote ropa, para que al final terminaras desnudándote por likes en todas las put%= fotos de Facebook.",insults
tweet23738,"¿Cuál es el grupo favorito de los testigos de Jehová?
-The Doors.",stereotype
tweet22560,"— Mamá, mamá, en el colegio me llaman desconfiado. — Ve y cuéntaselo a tu padre. — Dudo mucho que ese señor sea mi padre.",exaggeration
tweet6625,"—Adivina qué le regalaremos a la tía María 
—Un televisor. 
—¿Cómo adivinaste? 
—Porque tengo telepatía. JAJAJA TELE-PA-TÍA",wordplay
tweet4852,"—¿Porque te saliste del grupo de WhatsApp?
—Fue sin querer. 
—Ahorita te agrego de nuevo.
—No, así déjalo, no me lo merezco por descuidado.",irony
tweet19556,Alguna vez le pasó eso de ordenar el cuarto y encontrar una cama debajo de la ropa? Jajajaja es increíble!,reference
tweet18016,"— Sábado con “S” de Te quiero.

— ¿Y la “S”?

— Sólo como amigos.",embarrassment
tweet21603,"—¿Nivel de francés?
—Alto.
—Traduzca “El tren mató al perro”.
—Le pupú le mató le guaguá.
—Nosotros le llamamos.",wordplay
tweet21384,"- ¿Porque los chistes feministas son tan cortos?
- Porque si fueran largos los hombres no los entenderían.
#Chist...",embarrassment
tweet20215,El G20 es el mejor programa de Capusotto hasta ahorCÓMO QUE ES REAL??,parody
tweet6402,"—Oye, ¿Es verdad que eres sordo? —Un poquito, pero ya me estoy poniendo a dieta.",wordplay
tweet20978,"Todos los extremos son malos, dijo el mecánico..",wordplay
tweet10160,"Qué le dice una gallina deprimida a otra gallina deprimida?
- Necesitamos apoyo.",wordplay
tweet17061,Odio que cuando netflix pasa de capítulo a capítulo pone una pantalla negra donde uno se ve el reflejo todo gordo y triste.,exaggeration
tweet11855,"Si algún dia terminamos presos por descargar música, sólo pido que nos separen por géneros musicales.",absurd
tweet20365,CÓMO INICIAR LA TERCERA GUERRA MUNDIAL: 1. Crear un grupo de WhatsApp 2. Meter a tus ex. 3. Escribir TE QUIERO. 4. Abandonar el grupo.,exaggeration
tweet15136,Me pregunto cuánto tiempo le tomaría vomitar a una jirafa.,reference
tweet15357,Se dan cuenta que los villanos de Batman sólo delinquen en la noche? Debe ser porque la Bati-señal no se puede ver en el día.,absurd
tweet15706,"Lo bueno que es lunes, así puedo justificar mi odio contra el mundo.",reference
tweet22264,"-Doctor, mi mujer está a punto de dar a luz. -¿Es su primer hijo? -No, soy su marido...",misunderstanding
tweet19694,Te iba a hablar del detective pero no vino al caso,wordplay
tweet23097,"cariño estas resfriado ? 
do   #chistes #humor",wordplay
tweet21034,Cualquier parecido entre mi tarea y wikipedia es pura coincidencia.,parody
tweet1328,"Si ustedes son de los suertudos que se encuentran dinero en la calle... agradézcanme, porque yo soy de esos pendejos que lo pierden. 😊",reference
tweet14469,"AVISO A LOS HOMBRES: Con el corazón de una mujer no se juega, para eso está el clitoris...",wordplay
tweet15676,"Situación sentimental: Mágica, nada por aquí, nada por allá.",wordplay
tweet19476,"Las profesías se cumplieron Microsoft cierra Windows Live Messenger, los culpables: todos aquellos que no reenviaron las cadenas.",reference
tweet17948,"Dice un ciego: ¡Veo sombras!
Dice un sordo: ¡Oigo pasos!
Dice un cojo: ¡Sea quien sea, lo agarramos a patadas!",irony
tweet20166,"El perro podrá ser el mejor amigo del hombre, pero el gato jamás le va a decir a la policía donde tenés la droga",parody
tweet21392,El chileno cuando muere Valparaíso,wordplay
tweet13536,"¿Te caíste de la bici? -No, yo me bajo así :)",misunderstanding
tweet4339,"*Toc Toc* -¿Quién es? -Abraham. -Primero dime quién eres? -¡Abraham! -No, hasta que me digas quién eres. -¡ABRAHAM! -¡QUE NO!",wordplay
tweet1496,"—Mamá, ¿Qué es una ninfómana? 
—Una mujer obsesionada con el sexo.
—¿Y cómo se le dice a los hombres obsesionados con el sexo? 
—Hombres.",stereotype
tweet4359,"-Mi cielo, ¿por qué esta noche no cambiamos de posición? Ella sonríe: -De acuerdo, yo veo la televisión y tu cocinas... #fb",embarrassment
tweet5442,"—Gordo, nuestro hijo está en su cuarto escuchando a Romeo Santos.
—¿Le habrán roto el corazón?
—Yo creo que le rompieron el culo.",stereotype
tweet19577,¿Qué hace una rata con una metralleta?   .....      RATATATATA,wordplay
tweet12119,"“TE ME VAS A LA VERGA EN ESTE MOMENTO PINCHE CULERA”

—Yo cuando no me ponen “holaa” con dos “a”.",exaggeration
tweet20836,"- se te cayo un papel
- donde?
- el de los apuntes que no tocaste todo el cuatrimestre recursante de mierda",parody
tweet2615,Cómo puedes saber si un político esta mintiendo? Sus labios se mueven. #CHISTES,stereotype
tweet16401,"¿Cuál son los animales más antiguos? La cebra y el panda, porque están en blanco y negro.",absurd
tweet7996,"Admiro a las personas que hacen ejercicio y bajan de peso. Las admiro desde mi cuarto, acostado en la cama, comiendo pizza.",absurd
tweet6707,"—Me gustas.
—Ok, cualquier cosa, yo te aviso.",embarrassment
tweet18491,"—Mi amor, quiero que todo sea como antes.
—¿Como cuando nos conocimos?
—No, antes.",embarrassment
tweet19611,¿Alguien había notado que la ganadora de Miss Universo siempre es del planeta Tierra?,absurd
tweet19087,"Has probado las drogas de diseño..?.
.
-Tengo 15 bolsos de Louis Vuitton y 75 pares de Manolos.
.
-Ah!...Pues sí!.",analogy
tweet12651,Situación Sentimental: Cupido me hace Bullying.,exaggeration
tweet6442,¿Qué diferencia hay entre un perrito y un politico atropellado? Detrás del perrito hay huellas de frenado... by @Yannis1515 #fb,stereotype
tweet16236,"Un amigo, escalando el cerro encontró el amor de subida... by @miguelorozco08 #fb",wordplay
tweet16066,los dos gemelos dicen: mama mama en el colegio nos dicen champu y contesta la mama : no jodan  johnson y johnson #chistes,absurd
tweet19095,"Mi rutina del Gym.  

Lunes: Cardio.  
Martes: Pierna.  
Miércoles: Pecho y brazo.  
Jueves: Descanso tres o cinco años.",unmasking
tweet13788,"Pepito le dice a la mamá: 
Mamá, ¿es mi abuelita fosforescente?
La mamá contesta:
No, hijo.
Entonces, se está electrocutando. #chiste",absurd
tweet9666,"#chiste Mi amor, eres como el sol q sale en invierno...
-que romantico!!!y x qué?
-xque no calientas nada ni a nadie #chistes RT.",embarrassment
tweet19843,"—¿Sabías que hay un mundo fuera de internet? 

-No te creo, pasame el link.",absurd
tweet847,"—¿Cuántos años me calculas?
—Mmmmm... ¿24?
—¡Wow! ¿Cómo supiste?
—Es que mi hermano tiene 12 y es medio pendejo.",insults
tweet8219,"Antes era ""Si, me contaron"". Ahora es ""Sí, leí tu tweet"".",analogy
tweet14132,"Un loro choca con 1 taxi y se desmaya, el tipo se lo lleva lo coloca en Una jaula -El loro despierta al verse encerrado: HP MATE AL TAXISTA",misunderstanding
tweet12543,"Oye Netflix, ¿por qué tengo que esperar 15 segundos para el próximo episodio? Ya ponlo chingadamadre, el tiempo es oro.",reference
tweet6237,"Mujeres, si un hombre no les responde rápido, seguro está leyendo la Biblia. Los hombres no engañan, no sé quién les mintió a todas ustedes.",irony
tweet16247,A Ramos le entran las críticas por un oído y le salen por el otro. Le pasarán rápido porque por medio no hay nada.,absurd
tweet9201,"Borrar un ""ja"" de tu ""jajajajajajajajaja"" porque piensas que es mucho. #Tipico",reference
tweet21119,"Me dieron ganas de llorar sin ninguna razón aparente.

¿Así se siente ser mujer?",insults
tweet15116,"-Doc, me tiro pedos sin olor -A ver tírese uno... Mmm a Ud hay que operarlo -De la panza? -No, de las narices! #fb",embarrassment
tweet20645,"Entender lo que un hombre quiere: 1+1= 

Entender lo que una mujer quiere: ∑∞x=7(−1)+5/8((6^3)n5√4)=",stereotype
tweet7731,"Amistad entre mujeres:

—Estoy gorda.
—Para nada amiga, te ves muy bien.

Amistad entre hombres:

—Estoy feo.
—¿Feo? NO MAMES ESTAS CULERO.",stereotype
tweet3059,La bebida es el peor enemigo del hombre. Pero el hombre que huye de su enemigo es un cobarde... #fb,absurd
tweet18523,"Tengo hambre, sueño y ganas de verte. No en ese orden, pero sí todo el tiempo.",exaggeration
tweet6508,¿Por que los de Tontilandia no entran a la mafia? Porque los mandan por coca y traen Pepsi! #fb,wordplay
tweet19379,"Los huevos se usan para tres cosas:

—Desayunar. 
—Rebotarlos en un buen par de nalgas.
—Decir las cosas de frente.

Anótenle.",analogy
tweet84,¿Tu? ¿Gustarme? JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JA JÁ Tengo que disimular un poco mas.,unmasking
tweet22481,"Informático en la prehistoria: — Este fuego funciona mal, da poco calor y la carne la deja cruda — Has probado apagarlo y encenderlo?",stereotype
tweet284,"¡CASA SOLA! ""Perspectiva: Fiesta loca con todos tus amigos"". ""Realidad: Ir al baño con la puerta abierta"".",reference
tweet7025,La vida me sonríe porque a cualquiera le causaría gracia ver todas las veces que la cago.,reference
tweet12350,"—¿Cuántas chupadas le tengo que dar para llegar al centro?
—¿De la tutsipop?
—No, de la ciudad. Es que me quedé sin dinero para el taxi.",misunderstanding
tweet20278,"- Mi amor se rompio el condon.  - ¿¿¿¿Que????  - Jajajajajajajajajajaajajajajaja, ¡Caíste! ni siquiera lo estoy usando.",embarrassment
tweet21373,"#chiste en el principio de los tiempos
Adan llama a Eva por telefono
-¿hola quien habla?
-!no seas estupida quien mas te va hablar? #chistes",irony
tweet1438,"Era  tan, pero tan vago  que cuando murió en su tumba escribieron ""y sigue descansando"" #CHISTES",exaggeration
tweet9569,#dichos: MIRA A TU SUEGRA COMO A LAS ESTRELLAS.....................DE LEJOS ---- RT-,irony
tweet6676,"Paso tanto tiempo en mi casa, que a veces pienso que si piso la calle me voy a desintegrar como los vampiros.",exaggeration
tweet20830,La otra vez mi gato se subió al arbolito de Navidad y por error cayó sobre mi celular y le dio like a 378 fotos de mi ex.,irony
tweet8413,"Si un astronauta se lesiona en el espacio, ¿su lesión es de gravedad?",wordplay
tweet7492,La cajetilla de 20 cigarros en realidad trae 10 porque siempre hay que repartirle a tus amigos los pobres.,reference
tweet4289,"El amor no se crea ni se destruye, solo te transtorna.",parody
tweet4164,"Vos no maduraste, te habrás caído del árbol por pelotudo.",insults
tweet9253,Mis abuelos conocieron la Radio y tuvieron 9 Hijos; Mis Padres la TV y somos 3 hijos Yo conoci Internet y creo que aqui se acabo la Familia!,analogy
tweet1665,"Pasa una chica guapa por la calle y un hombre le pregunta: -¿Cómo amaneciste de aquellito? -AY BABOSO! -Uff, así me gusta! #fb",wordplay
tweet20302,"Yo sabia que íbamos a ser felices por toda la vida, desde el momento en que te fuiste y ya no regresaste.",irony
tweet1807,Mientras tu me ignoras la chica que atropelle muere por mi  #xD,absurd
tweet16922,"Sabado con S de:

– Soledad
– Sin dinero
– Sin amigos
– Sin nada que hacer",exaggeration
tweet16701,"Hoy me tuve que acabar un litro de helado nada más para que mi mamá tuviera donde meter los frijoles. Soy un hijo ejemplar, ya ni me digan.",reference
tweet9935,"sabes ese cuerpesiito tuyooo.....algun dia sera mio....guste a quien le guste y duela a quien le duela....
atte:la funeraria #XD #JAJAJA #RT",unmasking
tweet21712,No le pegues nunca a un hombre con lentes (gafas). Mejor pégale con los puños.,unmasking
tweet4202,Que si me gustas?. Jajajajajajajajajajajajajajajajajajaja Ya hasta empeze a ahorrar para la boda. #XD,irony
tweet4074,"Mi orgullo de hombre no me deja que tu pagues la cuenta de los tacos, pero mi pobreza si, así que pagalos, sin rencores.",embarrassment
tweet14258,Siempre será mejor hablar en clases que en el recreo.,reference
tweet21643,"La masturbación produce dos cosas: - La primera es la pérdida de la memoria, la segunda... la segunda... ¿Cuál era la segunda? :O #xD #RT",absurd
tweet5108,"—Hijito, ¡Feliz Cumpleaños! 
—Gracias
—Ten es de mi parte 
—Abuelo, ¿Por qué me regalaste una puerta?
—No es una puerta, es el GALAXY S89",exaggeration
tweet3721,"- Te amo ♥- Awww.. ¿VERDAD?- Siii.!- ¿Más, que a tu cuenta de twitter?- Ah!!! no jodas, tampoco te emociones",embarrassment
tweet2055,"Me gustó la película de Brácula Con D Ah sí, el Conde Brácula No, es con D ¿Qué esconde? ¡DRÁCULA ES CON D, MIERDA! Pues qué cochino.",misunderstanding
tweet23835,"—Ya me voy, mamá...
—Ándale hijita con cuidado, deja te doy la bendición.
—Pero mamá, dijiste que me la cuidarías.
—¡Ni madres, llévatelo!",unmasking
tweet3298,"Existen dos tipos de personas en WhatsApp:

1) Las que se duermen y no se despiden.
2) Las que se despiden y no duermen.",reference
tweet1610,"¿Qué hace una vaca arriba de un árbol?
R= Leche Nido. 
Jajajaja!! Mi mamá me daba leche Nido de chiquito!",wordplay
tweet18804,"—“Yo a tu edad trabajaba, ayudaba en la casa y todavía me alcanzaba el tiempo para estudiar”. —Pero no tenías Twitter, papá",reference
tweet12349,Era tan pero tan feo que le decìan Delon....(Delon vuelta),wordplay
tweet11773,"—¿Por qué no maduras?

—¿Pir quí ni midiris?",wordplay
tweet3588,#LaMejorEleccion dijo un chino después de tomar viagra,wordplay
tweet21844,El queso de cabra meeeeeeee gusta mucho,wordplay
tweet5805,Jaimito en brasil orinando en un arbol y llega una brasilera y le dice: -Jaimito Que Groseiro! Jaimito le dice: -Y De Largueiro Como Lo Ves?,wordplay
tweet17846,"Llama Jaimito a su maestra a las 12 am, -Ring Ring -Hola? -Maestra estaba durmiendo? -Si -HP y yo aqui develandome haciendo su maldita tarea",embarrassment
tweet23012,"tás diciendo que me veo gorda?
-NO, Sólo dije que con tu blusa roja, pantalón blanco y cinturón negro parecías una Pokebola! XD #JAJAJA #RT",embarrassment
tweet23349,Si la vida te da la espalda..... Perrealeeee perrealeee duroooo contraa el murooo!!,parody
tweet20931,"RT @LaloMoranB: @ChisteMalo, Que pide un Huérfano cuando va a una pizzeria . . . . 2 familiares :( . . .",irony
tweet1453,"—Mi vida te amo, ahora dímelo tú.

—Melotú.

—Ya no te soporto más, ¡Divorcio!

—¡VORCIO, JAJAJÁ!

—Idiota!

—¡OTA, JAJAJÁ!",misunderstanding
tweet12402,En el horóscopo rata soy chino,wordplay
tweet16927,"— ¿Que queremos ?
— ¡¡ LA CURA CONTRA LOS CELOS !! 
— ¿Cuando la queremos ?
— Pregúntale a tu amiguita!",irony
tweet12707,"-¡Mamá, mamá, me regalo una computadora Harry Potter! 
-¿Cómo sabes que es Harry Potter?
-Porque en la caja decia HP",wordplay
tweet11645,"#TIPICO :estas en facabook, recibes una notificación, te emocionas, la abres: y es una solicitud de CityVille #RT",reference
tweet381,"En matemáticas es el único lugar donde veo cosas tan ridículas como: Pepe tenía 133 chocolates, se comió 115 ¿Qué tiene? -Diabetes, quizá.",reference
tweet14144,"Se encuentran dos abogados y uno le dice al otro:
- ¿Vamos a tomar algo?
- Bueno, ¿De quién?
#Chistes #Humor #Ane...",stereotype
tweet13772,"“Lo importante es participar”

—Yo, saliendo del examen.",reference
tweet8868,—¿Como se llamaría el Gimnasio de Pitbull? —Pitbull feat. Ness JAJAJAJA FEAT. NESS. JAJA ¿entendieron? ¡FITNESS! JAJAJA ¿y mis pastillas?,wordplay
tweet21846,"Mari ;.. ¿ Me quieres?.
-No.
-Cómo te gusta utilizar la psicología inversa.
-¡Este hombre es gilipollas!.",misunderstanding
tweet5704,"A mi me gustaria que mi suegra fuera una estrella. ¿Sí? ¿Para que te lleve a Hollywood? No, para que estuviese a 3000 años luz.",exaggeration
tweet1272,"—Me tienes que responder sinceramente, ¿te gusto? —Sinceramente.",embarrassment
tweet7052,"-¿Te enojaste? -Siento una voz, no sé de quién es.",irony
tweet17677,"Halloween cuando yo era niño: ""Noche de brujas"".

Halloween 2013: ""Noche de Putas"".",insults
tweet1192,"Todo en exceso es malo, excepto la vacaciones, eso no.",irony
tweet16626,"Cuando un Doctor se equivoca, lo mejor es echarle tierra al asunto!",analogy
tweet624,"- Hola. ¿Tiene usted una película que se llama ""Tu culo está estacionado""?
- ¿Sabe el título en inglés?
- Yourassispark",wordplay
tweet22386,"Para mi que no tendríamos elegir un presidente el año que viene, Argentina tiene que estar soltera un tiempo, encontrarse.",analogy
tweet14007,"Vivimos en un mundo en el que la comida está llena de químicos, y un jabón tiene avena, miel y vitaminas.",irony
tweet9447,No me creés que dejé el juego? Qué apostamos?,absurd
tweet3027,"Que hace superman al entrar a Internet? 
revisa SU PER FIL",wordplay
tweet19846,"—¿El celular o la vida? —La vida, que casi no la uso.",reference
tweet433,"Como sentir que fuiste a Starbucks sin salir de casa en tres sencillos pasos:

1. Prepárate un Nescafé
2. Bébelo
3. Quema un billete de $100",analogy
tweet8539,Me muero por usar x² + 4 [(x + 6y² = a -z)] + 9x² - 5z² = 9 cuando vaya a la tiendita. ¡Qué nervios! #xD,absurd
tweet7995,"—Amor, iré a una fiesta con mis amigos. 
—Qué te vaya bien. 
—¿Estás enojada? 
— :) 
—Amor, ¿Qué pasa? 
—✔✔",reference
tweet19513,"—Amor, lo que te voy a decir es algo difícil, espero lo entiendas.
—Sí, amor, dime.
—2x4 + x3 − 8x2 − x + 6 = 0.",absurd
tweet20300,"- ¿Cuál es el colmo de Aladino?
- Tener mal genio.",wordplay
tweet16087,-¡Quisiera recorrer el mundo entero! -Pobre Tero... via @lucasrellip #fb,wordplay
tweet23228,"-Pero por qué traes otro bebé? No es mi hijo! -La muchacha: -Ay Sra, Ud dijo que lo cambiara cuando se ensuciara!",misunderstanding
tweet16404,"A WhatsApp le falta el ""Está buscando un emoji...""",reference
tweet4373,"Anoche descubrí que papá Noel y mi papá son la misma persona, y llegué a la obvia conclusión que mi papá no existe.",absurd
tweet20491,"—¿Cómo hace la oveja?
—BEEEE.
—¿Y la oveja negra?
—YEAH NIGGA, THIS IS THE REAL SHIT MADAFAKA JAJAJA.
—¿Te drogas?
—A diario.",stereotype
tweet1523,"Jesús te ama, yo te quiero como amigo.",parody
tweet23447,Los agujeros negros son esos puntos donde Dios se ha equivocado y ha dividido por cero.,analogy
