id,text,humor_rating
tweet20141,"- Tu problema es que te creés superior a los demás.  
- ¿Cómo que creo...?",2.0
tweet19826,"-Mamá, mi novia terminó conmigo.

-Seguramente ya anda con otro ¡QUE SÍ SE PONE SUÉTER!

-Ay :(",1.25
tweet6118,"Hola heladero, un gusto. 
-El gusto es mío.",1.8
tweet11972,"Mientras tu me ignoras, el helado que dejé afuera de la nevera se derrite por mi.",2.0
tweet12252,"—Estoy triste, mi gato murio. —Te entiendo perfectamente. —¿También te ha pasado? —No, pero también hablo español.",2.4
tweet18603,Esa fina línea entre hacer espaguetis para 15 personas y quedarte con hambre,2.75
tweet21345,"Tengo una amiga que le dicen ""La Dominos Pizza""... Porque la llamas y llega bien caliente en 30 minutos. #fb",1.8333
tweet9591,"Típico ,escuchas que sé cae una moneda en tú casa y gritas ""ES MIAAAA""",1.0
tweet22414,No importa el tamaño de la pieza... sino el tiempo que está tiesa. by @Luzia_NR_Coah #DICHOSBIENDICHOS #fb,2.4
tweet423,"Toc, toc - quien es - lola - que lola?? - los ladrones... Bueno esperame que estoy con lame - que lame?? - lametralladora... #xD",1.7777777777777777
tweet17012,"#TIPICO Los domingos se hicieron para comer tarde, dormir todo el día y quejarse porque mañana es lunes. #XD",2.25
tweet18069,"#CHISTE Mamá Tuve un desliz & quede
Embarazada

Miija usted La Uniica que se Desliza
& Cae enciima de Un Pene! #CHISTES RT",1.8
tweet9428,"—Oye, tienes novio? —Si. —No quieres otro?",2.25
tweet19829,"—¿Y POR QUÉ NO PUEDO SALIR EN LA FOTO? ¿ES QUE NO QUIERE QUE LO VEAN CONMIGO? —Porque es la foto para la cedula amor, no se puede —PRETEXTOS",2.25
tweet10823,"—¡¡MAMÁ!! me mordio una Araña.
—¿Puedes escalar paredes?
—No.
—Entonces deja de estar chingando y ponte pomada.",1.5
tweet19467,"Odio ser bipolar, es la cosa más fantástica que hay!!
#chistes",2.5
tweet12928,"Nadie quiere ir conmigo a ver una película pero iré igual. Así que, próximamente... solo en cines. excelente via @jatinez",3.25
tweet1583,Mi mujer amaneció tan enferma que tuve que llevarla alzada hasta la cocina para que me prepare el desayuno.,2.0
tweet20652,"-Hija, me dijeron que ya te andas acostando con tu novio 
-Ay, mamá una coge con quien sea y ya dicen que es su novio",2.4
tweet19194,"—Hola, le venimos hablar de Jesús. —¿Y ahora que hizo?",2.8
tweet6115,DIce Messi que la próxima vez que lo levanten tan temprano que sea para jugar al metegol o algo que no lo aburra tanto.,1.25
tweet6917,"—Doctor, ¿Qué me recomienda para el insomnio?

—Póngase a ver el partido de México, seguro se duerme.",1.6
tweet344,"Atencion : volco el camion que llevaba mermeladas , hay demoras
#chistes",3.6
tweet15837,"— ¿Qué prefieres, dormir o quedarte despierta conmigo?

— Buenos días, me quedé dormida.",2.25
tweet11170,"¿Qué le dijo Trinity a Morfeo?
Mirá como teme Neo #muuybueno",3.2
tweet23865,#chiste á… estoy embarazada!!! Ay hija! ¿pero dónde tenías la cabeza? Entre el volante y el equipo de música. #chistes RT,2.2
tweet20608,Me ven en bikini y me llevan a mundo marino.,1.75
tweet13240,¿Qué tengo que hacer para que me hagas caso? ¿Vestirme de BlackBerry?,1.6666666666999999
tweet9558,"El cliente en el restaurante llama al camarero: -CAMARERO, ¿el pescado viene solo? -No, yo se traigo! #chistes #fb",3.2
tweet14525,Le mandé un corazoncito de WhatsApp a una mina me salió un corazón más grande que la pantalla del celular. Después quieren que garchemos.,1.6
tweet23545,Tengo un corazón de piedra. (Una estatua) #fb,2.4
tweet21995,Lo malo de ser hijo único es que ni siquiera soy el consentido.,1.0
tweet23737,"-En su curriculum dice que es usted mentiroso compulsivo.
-Y Emperador de Roma.
-Entiendo.",3.3333
tweet23836,"""No duermas todavía, mejor mañana en la escuela""

—Mi cerebro.",2.5
tweet5114,"—Hijo ¿por qué lloras?
—Me acabo de enterar que me quedan 3 meses de vida.
—A mí no me haces pendejo, eres Tigre y perdieron el clásico.",1.0
tweet5095,Ejercicio para adelgazar: Gira tu cabeza de un lado al otro (2 veces). Repítelo cada vez que te ofrezcan comida.,2.75
tweet22203,"-Vení a casa, estoy sola.
-Ahora no puedo, estoy cansado.
-Pikachu apareció en mi garage.
-Abrime, estoy en la puerta.",2.0
tweet14244,"—Papá, ¿a mi edad cómo te divertías sin internet ni redes sociales?

—Cogiendo con las mujeres, chamaco pendejo.",1.5
tweet11821,"Quizás los 3 tigres estaban tristes porque ellos comen carne, no trigo.",3.0
tweet23992,¿Cuál es el dominio mas erótico?... www.pet.es! by @pelakan,1.3333
tweet6350,"— Profe, en el salón hay un gay  
— ¿Y cómo lo sabe, Carlitos?  
— Porque se robó mi esmalte de uñas y mi brillo labial",1.2
tweet13738,"—Papá me ayudas con mi tarea de Inglés
—Yesofcorse
—¿Cómo se dice perra rescatatista?
—Paw Patrol Rescuer Bitch
—Gracias Papá
—YurGüelcom",1.6667
tweet17165,No me dejaron reirme para renovar mi carnet de identidad. Con esa cara seria no soy yo,1.6667
tweet20788,"La vida está llena de momentos inesperados, como cuando vas camino al gimnasio y terminas comiendo en alguna taquería.",1.75
tweet15493,Las partes del insecto son tres: in-sec-to  #CHISTES,1.3333
tweet10240,#Chiste Te puedo agarrar una teta? ( • )( •ԅ(ˆ⌣ˆԅ) -QuEEEE? D: -Que si pongo David Guetta #chistes RT,1.0
tweet20295,"Soy el genio de la lámpara, gracias por liberarme... ¡Pídeme 3 deseos!.
.
-Vete, vete y quédate!.
.
-.... Ya me ha tocado la loca del coño!.",2.0
tweet21456,Según géminis la tengo que chupar con ganas,1.25
tweet14730,"Bailas? -NO- y eso? ""eso ""es mi amiga y tampoco baila!! #XD #RT",1.3333
tweet16954,"—Oye, ¿y tu novia?
—Mi ""princesa"", pendejo, mi princesa.
—Ah bueno, ¿y tu princesa?
—Por ahí anda de puta.",1.0
tweet19418,-Mi hijo camina desde hace dos meses. - Uh! Debe estar lejísimo!,2.8
tweet21544,"Mi salario se acerca a las 6 cifras.
- El mío también.
- Cuánto ganas?.
- 99.999 pesetas.",1.25
tweet23870,¿Por qué hacerse la paja (masturbarse) es como jugar al truco?... Porque si tenés buena mano no importa lo que haga tu pareja,1.8333
tweet7855,"—Hola, ¿salimos? —No puedo —¿Qué tenes? —Buen gusto.",2.125
tweet20992,#Chiste Sabias que murio Bayer? -Y quien es Bayer? - No lo se pero si es Bayer es Bueno #Chistes RT,2.6
tweet19529,"¡¡¡Abajo la Poligamia!!!!....  Es difícil aguantar una, inimaginable aguantar más...",2.8
tweet23859,"Un vidente va al doctor y le dice:
Doctor ya no puedo ver el futuro""
¡Uhm, grave ¿ Y desde cuando tiene eso?!
-Desde la semana entrante #RT",2.6
tweet22046,"No llevaré a mi mamá a almorzar, ni a comer ni a cenar porque... Madre sólo AYUNA! by @DiegoLaan #fb",2.8
tweet22714,"Ya quiero que sea Halloween, para espantar a tu mamá con el bebé que esperamos.",1.4
tweet7170,"-Papá ¿en qué te fijas primero cuando volteas a ver a una mujer?
-En que tu mamá no me esté mirando!",2.533333333333333
tweet22610,"Tantos lugares lindos, paisajes, sitios interesantes en donde tomarse fotos, pero no , ella prefiere en el baño #XD",1.4
tweet18789,"¿Le gustaría comprar una calculadora de bolsillo señor? No, gracias. Ya sé cuantos bolsillos tengo. #fb",3.0
tweet19683,"RT @elgabo_: @ChisteMalo Mamá, mamá en el colegio me dicen interesado. ¿Y quiénes fueron? ¡Si me das $5 te lo digo!",1.4
tweet16907,"Niños de 10 años que ya tienen iPhone, Laptop, iPad, iPod, Twitter, Facebook, Skype, etc... Yo a su edad solo tenía 10 años.",1.25
tweet21729,¿Por qué los tontos guardan el periódico en la heladera?... ¡Para tener noticias frescas!,2.4
tweet19067,"¿Como se dice ""búmeran que no vuelve""?... Palo",2.0
tweet21962,"Llega pepito:Termine con mi novia pero yo se que ella volvera a mi arrastrandose
Y por que estas seguro? 
Porque me traje su silla de ruedas",2.0
tweet21181,"Top de grandes mentiras: 1. Windows está buscando una solución al problema 2. Ven hijo, no te voy a pegar 3. Te juro que es mi primera vez.",1.6667
tweet23586,"Hola, Daniela, soy tú, pero vengo del futuro a decirte unas cosas.
—¡PERO SI MI NOMBRE ES DANIEL!
—Bueno... de eso también te quería hablar.",2.6
tweet696,"Un amigo pensó que era buena idea celebrar su cumpleaños fuera
AFORTUNADAMENTE apareció un payaso con un cuchillo y pudimos partir el pastel",1.6
tweet3899,-Estaba con un marciano en el velorio de Chabelo. -Eso no me sorprende! -Con una chica de 18 años que era virgen -No mames eso es imposible!,1.2
tweet1346,Mí fantasía sexual es poder ratearme del laburo para poder dormir como cuando iba al colegio.,2.0
tweet3986,"""Cubero te cojes a Nicole porque le gustan los perros"" #chistes",1.0
tweet20437,"Todo eran risas hasta que nos dimos cuenta que el tartamudo quería jamón.
#Chistes #Humor #Anecdotas #Exageracion...",3.25
tweet20872,"Me voy a robar tu corazón 
- Awwww, qué romántico! 
- No, es en serio... SOY TRAFICANTE DE ÓRGANOS! #jajaja #xD #RT",2.6
tweet15325,¿Su pareja está gorda? Sugiérale caminar 5 Km en el día y 5 en la tarde. En 15 días estará a 150 Km lejos de usted! #fb,2.5
tweet13308,"-Vos que preferis, tener razón o ser feliz?
-Ser feliz por tener razón.",1.4
tweet23684,"Yo tengo hambre todo el día, si no tengo hambre tengo flojera, y si no tengo flojera tengo sueño, y así todos los días.",2.3333
tweet226,"Me regala una #QuierohamburguesaYa  Pero sin Lycopersicon esculentum, por favor. 
—¿La quiere ""sin tomate""? 
—Eso, siempre olvida.",1.6667
tweet11671,"¿¡eso es un chupon  !?. :O
-Noooo Fui a Ver CREPUSCULO en 3D #RT #XD #JAJAJA",1.5
tweet5356,#TeDedicoEsaQueDice Si ella quiere Reggeton dale ...  una beca para que estudie.,1.6667
tweet22314,"—Todo lo que hago por ti, te lo mereces…
—Pero si nunca haces nada.
—Exacto.",2.5
tweet14025,"—Las chaparritas somos las mejores.
—¿Por qué lo dices?
—Pues los mejores perfumes vienen en envases pequeños.
—Las muestras gratis también.",3.0
tweet15792,-¡¡Mamááá!! No encuentro el amor de mi vida. -¡Te apuesto a que voy yo y lo encuentro!,1.75
tweet10390,A los cuantos meses sin coger te empieza a gustar el anime?,2.0
tweet12572,No soy un ejemplo a seguir. A menos que seas una botella y tu deber en la vida sea estar llena de alcohol.,1.75
tweet17085,"Los hombres modernos lavan, planchan y cocinan. Las mujeres modernas son las que se consiguen a esos pendejos.",1.6666666666999999
tweet15396,"Amigos son los que van a tú casa solo por la comida, no por vos.",3.3333
tweet21527,"No te deseo el mal, pero ojalá tu mamá te siga en Twitter.",1.25
tweet21965,"Soy de Móstoles.
- Demóstenes.
-Ese.",1.1667
tweet23952,Ir a 90 me parece de cuarta,3.0
tweet22893,"—Mira, un niño africano con sed y hambre
—¿Le damos de beber y comer?
—Nah, mejor hagamos un documental.
—Sí, mejor.

""National Geographic"".",1.4
tweet4492,"Cuando un recién casado sonríe sabemos por qué, pero cuando lo hace uno con 10 años de casado, nos preguntamos ¿por qué? #fb",2.0
tweet16726,Soledad es tener que rascarte la espalda tu solo.,2.75
tweet15152,Tengo más despertadores que contactos en mi celular.,2.5
tweet5109,"Lista de personas que les va bien en el amor:

— Tauro.
— Sagitario.
— Cáncer.
— Leo.
— A mi no.",1.25
tweet11714,"Pinche año del perro !!

Ah de ser chihuahueño por eso está tiemble y tiemble !! :(",1.75
tweet23526,¿Qué es el ego? El argentino que todos llevan dentro!!,2.2
tweet20505,"_ Sabés chistes de sillones?
- Puff

#TengoPeores",3.25
tweet18318,Harry Potter y el misterio de por qué cuando tengo que madrugar me levanto tarde y cuando me puedo levantar tarde me despierto a las 5 a.m.,2.6666666667
tweet15961,¿Qué le dijo un argentino mudo a su novia? Odio estar sin voz... #fb,1.5
tweet14785,"El idiota grita, el inteligente opina, y el sabio calla... Por eso no contesto nada en clase.",3.2
tweet20701,¿El papel sobrevivará a internet? Por supuesto: nadie se limpia el culo con una pantalla. // RT =D #humortico,1.8
tweet9503,Este 14 de Febrero lo pasaré con mi ex. Con mi ex perimento de ver cuánto helado puedo comer en un día.,2.5
tweet12157,Celosa@ yo? #JAJAJA Pásame a tu mamá para ver si estás en tu casa #XD,2.0
tweet1847,En twitter aprendí que no soy el único que habla solo.,2.3333333333
tweet31,"- Hijo ¿compraste una iPad?

- No ¿Por qué? 

- Entonces ¿Por qué traes esa ""Tableta sin Teclas"" Jajajá!

- Ya Mamá, deja a mi novia en paz!",1.0
tweet5741,"—Señor mago, quiero aprender a adivinar. —Ponte en cuatro y desnúdate... —¡PERO USTED ME QUIERE COGER! —¿Ves? ya vas aprendiendo ;)",2.2
tweet23568,"Mamado Nervo 
Jose Vasconpelos
Gabriel García Mamarquez
Pablo Peluda

Asi la #4taTransformacion",1.3333
tweet17618,Una abuelita se fue a sacar la visa y como se la dieron se convirtió en visabuela... #fb,2.6
tweet13625,"Les guste o no les guste, todos los hombres delante de sus amigos se refieren a ustedes como ""mi vieja"". Es de putitos decir ""mi novia"".",1.3333
tweet21005,"-¿Cuántos animales se han sacrificado para que tu mujer luzca ese abrigo de pieles? -¡Uno solo, yo!",2.5
tweet7616,"T cambie por el alcohol y no hay mucha diferencia, no llama, no escribe, y tambien me da dolor de cabeza. #XD",2.4
tweet13620,"— ¿Nivel de inglés? — Alto. — Traduzca ""Sí"" — ¡Yes! — Úselo en una frase. — Mi prima se llama Yes enia. — ¡CONTRATADO!",1.6
tweet5768,"hola ma? t acordas cuando me ibas a buscar a la escuela, a las casas de mis amigos y eso?. Me venis a buscar a la comisaria? #XD #JAJAJA #RT",1.6667
tweet21794,No contesto Dm pero puedes hablarme por Paypal.,2.3333
tweet20562,Mi sábado iba perfecto hasta que me di cuenta que era miércoles.,2.25
tweet2433,"Fui al doctor y me dijo que tenia pulmonia. Ha de ser por tus mensajes tan frios que me mandas, hija de tu puta madre.",1.3333333333
tweet12926,Sarcasmo es la capacidad de insultar a un idiota sin que se den cuenta.,2.0
tweet9760,En Twitter: Unfollow ✓ En Facebook: Unfriend ✓ En Google+: Uncircle ✓ En la vida real: Unjódete...!! #xD,1.3333
tweet11752,"BITÁCORA DE RECALENTADO.

Día 1: El año pasado aprendimos la lección. Si no acabamos el pavo antes del 31, el pavo acabará con nosotros.",2.4
tweet13712,Si comerse la mierda fuese un deporte tuviese mas medallas de oro que Michael Phelps..,1.2
tweet20481,MONOLOGO: Conversación entre un hombre y su esposa... #fb,1.5
tweet16236,"Un amigo, escalando el cerro encontró el amor de subida... by @miguelorozco08 #fb",2.25
tweet16703,"—Perdón por tardar en contestar, me estaba bañando.
—¿Desde la semana pasada?
—Es que soy muy limpio.",2.2
tweet21479,"Parezco bueno, pero mato los mosquitos y déjo la sangre en la pared para que sirva de ejemplo a los demás.",2.0
tweet1159,"—Muy chistosa tu cara de perra de Snapchat.

—Es mi cédula , no tengo Snapchat.

—Ahhh 😁",2.25
tweet14843,"WHATSAPP DE TODOS
―1096 Mensajes
―7 llamadas

MI WHATSAPP
Mamá: Mijo, no olvides sacar la basura.",2.25
tweet22785,"Yo debería ser despachador de gasolina, porque te echo de menos.",2.2
tweet12045,"#Chiste Era una mujer tan fea, tan fea que llego virgen a su tercer divorcio #chistes RT.",3.0
tweet16390,"Y cual es el refresco mas oscuro?
Seve Na'  #CHISTES",2.6
tweet9709,"Hay 4 cosas eternas en la vida: 

– Los lunes.
– Los “5 minutos” de las mujeres.
– La gasolina en #TheWalkingDead 
– Las flechas de Daryl.",2.0
tweet22604,"— ¿Por qué no le da dulces a mi hijo?

— Porque Thor no es negro, señora.",1.2
tweet23299,"Si mi novia me dice que no salga, no salgo... pero en las fotos. ¡Amooonooos!",2.0
tweet4997,"Esperando a que me contestes por whatsapp 

|&lt;😄
|   ((&gt;
|   | \

|&lt;😔
|   ((&gt;
|   | \

|&lt;😭
|   ((&gt;
|   | \

|&lt;💀
|   ((&gt;
|   | \",1.6667
tweet18272,"Si tu novia perjudica tu estudio, deja el estudio y perjudica a tu novia. #MáximasFilosóficas #fb",1.6667
tweet13923,No he comido en dos días porque se me olvido la contraseña de mi cuenta de Instagram.,2.4
tweet4310,"Ya volvió WhatsApp, ya me puedes dejar en visto otra vez.",1.8
tweet5002,iban 2 clitoris caminando -Me contaron que tu nunca has tenido un orgasmo -Esas son Malas lenguas. #XD,3.0
tweet23832,"Voy al Gym por si un día te quedas dormida en el sofá y necesito llevarte cargando a la cama, no la vayas a cagar. Porfa.",1.3333
tweet856,"Otro día sin ir al Gym, ya con este son 8 años.",2.8
tweet4571,¿A quién le fascina el olor a pata? Al pato... #fb,2.8
tweet10730,No hay hombre más caballeroso que el que quiere coger.,2.3333
tweet18631,"-¡Mamá! ¿otra vez langosta?
-Un poco más fuerte, hijo
-¡MAMÁ! ¿OTRA VEZ LANGOSTA?
-Ok, ya te escucharon los vecinos, come...",1.6
tweet17605,¿Como le explico a mi perro que mi pierna solo lo quiere como amigo?.. #XD,2.3333
tweet18172,"Le hablo de usted o te puedo tuittear ??
#chistes #frases",2.5
tweet19833,"-¡Terminamos!
-¡¿Por qué?!
-Ya no te quiero.
-¿Ya no qué?
-Te quiero.
-Awww yo también te quiero mi amor, siempre juntos.",1.25
tweet6099,"Las amigas más unidas son Justa y Celina, porque donde va justa, vaselina... #fb",2.8
tweet8682,"#Chiste: Algunos matrimonios terminan bien, otros duran toda la vida #chistes RT.",1.8
tweet21726,"La pereza es una bendición, te evita hacer los otros pecados",3.0
tweet18713,"“No te preocupes, yo lo hago”.

— Forma educada y correcta de decirle a alguien que es un inútil y que mejor se quite.",2.0
tweet9421,"Voy a estudiar... Oh una mosca Voy a estudiar... Tengo un WhatsApp Voy a estudiar... Primero me baño Voy a estudiar... Pff las 12, ya mañana",1.8571428571428568
tweet1594,"2 borrachitos: -Llévame al bar la ""Perla Milagrosa"". Otro día en el hospital y aporreados: ¡Menso, ahí decía la ""Curva Peligrosa""!",1.0
tweet7129,"Te quiero pero como amigos - ¿Como que comes amigos? -No, yo me refer... -Los amigos no se comen -Pero... -Chau caníbal",2.25
tweet16504,"El hombre cambia por dos razones.
1- Te quiere.
2- Coger.",1.6667
tweet17748,"A los más jóvenes les cuento: hace muchos años Maradona jugaba al fútbol, Patricia Sosa tenía un grupo de rock y Alfredo Casero hacía humor.",2.6666666667
tweet18770,"—Che boludo, tu novia no para de guiñarme el ojo. —Es que tiene un tic gil. —Ah, yo pensé que me tenia ganas y me la cogí. Perdoná",2.6667
tweet4684,"Mi amigo no levanta la cabeza, se ríe solo, no habla con la gente y cuando le hablan, no presta atención ¿Qué tiene?: Un BlackBerry",1.3333
tweet13772,"“Lo importante es participar”

—Yo, saliendo del examen.",3.3333
tweet10290,A ver mija tú que estudiaste Odontología lánzate por un diente de ajo aquí al mercado.,2.0
tweet6671,"-Doctor, doctor! ¿Cómo sé si estoy perdiendo la memoria? -Señora... eso ya se lo dije ayer!",2.1667
tweet11599,"2niños Que quieres para navidad? -Un tampon -Un tampon? -si, Vi en tv q pueden bailar, cantar, saltar y mucho mas sin que nadie se de cuenta",1.2
tweet19165,"¿Que onda con la gente que dice: ""Le quiero dar un giro de 360 grados a mi vida""? ¿Pues que no acaban en el mismo lugar?",2.4
tweet12714,"Ya con tanto sismo, mis vecinos ya se habrán dado cuenta que soy pobre y solo tengo una pijama.",2.3333
tweet5452,"—Qué asco San Valentin, adoptar costumbres que...

—Mira, empezó la Champions. 

—¡Visca Barça!",2.8
tweet19632,"—No llores, hija, ya está en el cielo de los conejitos.
—Papá, era un gato.
—Da lo mismo, todo atropellado ni se va a notar.",3.5
tweet21303,"Un niño le pregunta a su papa:-Papa, ¿que voy a hacer de grande?-Nada hijito, Tienes leucemia. &lt;- via @luicast",2.2
tweet19487,#CuandoMeDejanSoloYo quedo más al pedo que Shakira con fractura de cadera,2.0
tweet2811,No existe película de terror que supere aquella sensación de tocarse el bolsillo y no sentir el celular.,2.0
tweet2914,Madurar es caminar y dejar de jugar con las lineas del suelo.,2.5
tweet15689,"—¿Cuántos años tienes?

—17, voy a cumplir 18.

—¿En serio? Yo pensé que tenias 17 e ibas a cumplir 54, pendejo.",1.4
tweet14571,"—Me pediste que te llevara a un lugar caro, princesa.
—¡No mames, me trajiste a una gasolinera!
—¿Ya viste cuánto vale el litro, pendeja?",2.75
tweet5237,"#Chiste Eres Adicto al sexo? - No, tetas equivocando de persona #chistes RT",2.0
tweet5746,"-Ayer volviendo de la casa de mi novia vi un unicornio.
-No jodas! Tenes novia?",2.8
tweet3850,"-Mira te regalo una alcancía -Ay gracias, ¿y eso por que? -Para que ahorres tus pendejadas! ¬¬ .i.",1.2
tweet20329,"—¿Estudiaste Medicina? Es que tengo una duda.
—Dime.
—¿Para qué me curaste cuando estaba herido si hoy me dejas de nuevo el corazón partido?",2.2
tweet13333,Ni loco permanezco en una relación sin amor. Para divertirme tengo Twitter.,2.25
tweet3747,Pepito? Como se llama el compuesto quimico para no quedar embarazada? Pepito: mmmmm... Nitrato de meterlo? #XD,3.0
tweet1861,Me dura más el 3% de batería que una serie de Netflix.,2.0
tweet5709,"¿Qué significa VIAGRA?

Viejitos agradecidos. #XD",2.0
tweet9093,"La mujer maravilla, dice tener un avión invisible.
¡Son cosas de la heroína! #chistes",2.8
tweet22990,Trágate un imán y ve a una tienda de cuchillos.,2.3333
tweet975,"Cosas que me han salido bien en el 2015:

—
—
—
—
—
—
—
—
—Dormir y comer.",1.75
tweet7455,"Ya Netflix, ya te dije que no te voy a ver, neta, mañana tengo que levantarme temprano, no te enojes. Bueno está bien un capítulo y ya.",1.25
tweet19975,EX significa: —Gracias por la EXperiencia. —Nuestro tiempo ya EXpiró. —EXiste alguien mejor en mi vida. —NEXt.,1.0
tweet8386,"LIBRA: Veo un cambio de look antes del 2017, tus posibilidades de encontrar el amor crecerán pero no te vayas con el primer pendejo que veas",1.6666666666999999
tweet23217,#EsoEsNormalEnGuate Que llegue antes la Pizza que la policia.,1.3333
tweet547,¿Por qué el Jinete sin Cabeza no tiene amigos? ¡Porque no tiene Face! #fb,2.4
tweet993,"—¿Qué estudias? 
—Licenciatura en danza moderna y habilidades manuales con fuego como elemento natural. 
—¿Eres tragafuegos? 
—JAJAJÁ Si :(",1.4
tweet19168,"Antes de dormir borro nuestra conversación por si me da muerte de cuna, qué oso que revisen mi celular y vean como me dejas en visto.",1.25
tweet22400,Todos son ateos hasta que el taxista se va por otra calle.,2.6667
tweet17406,"Mami, en la escuela me dicen SOPA!!! 
-Y eso por qué hijo? 
-Que porque no les deje copiar mi tarea. #StopSopa",1.0
tweet5221,"—¿Por qué lloras? 
—Todo me sale mal.
—Soy tu hada madrina, pide 3 deseos.
—Deseo que sean 4.
—Concedido, te quedan 3.
—😭",2.0
tweet2920,"—¿Nombre?
—Gon. 
—¿Don?
—Gon.
—¿Ron?
—Sí, porfa, con coca.",2.3333
tweet14984,"¿Por qué hay gente que dice ""el día de ayer""? ¿No es más fácil decir simplemente ""ayer""? Espero que esto cambie el día de mañana.",2.0
tweet11580,"—Te amo
—PENAL PARA EL AMÉRICA 
—Pero...
—PENAL PARA LAS CHIVAS",1.0
tweet21771,en una fiesta todos gozaban de alegria y alegria quedo embarazada #jajaja #XD,1.6667
tweet5716,"Tiene pastillas para la flojera?
 -Si 
-Me puede poner una en la boca!!!!",2.5
tweet898,"Matutino: hijo del oficial matute.

Matutino.",1.4
tweet5578,Esta gente se hace una paja y cuando acaba hace un velorio por todos los espermatozoides que acaba de asesinar.,1.3333
tweet11983,Científicos de la UVM han descubierto que el segundo cajero del OXXO no sabe cobrar.,1.5
tweet4349,"- ¡¡Oye, Oye!! Pero, ¿por qué golpeas a ese maniquí?
- ¡¡¡¡¡Arrrrrrrg!!!!!. ¡¡Es que no soporto a la gente falsa!!",1.6
tweet2449,"Si la Tía Rosa, ¿es porque no se ha depilado? #fb",1.5
tweet14055,"-¿Qué son esas, papito? -Ciruelas NEGRAS, Juanito -¿Y por que están MORADAS?  -Porque están VERDES... #fb",1.0
tweet18643,"Hola, hablo con la casa del baterista? Si. Es-ta-tu-pa-pá? . #chistes #humor",2.3
tweet11582,"—Papi ¿Quién es Batman? —Uno que de día es empresario y de noche se disfraza para cuidar la calle. —¿Como el tío? —No, eso es un travesti.",3.2
tweet15094,"-¡¡Viejo, ponte a barrer y trapear!!  -¡!No!¡ Ni madres -¡A noooo? ¿Porque?  - Pus es que todavía estoy lavando los platos mi vida.",1.2
tweet16741,"—Hola, ¿quién habla?
—Te amo...
—¡AWWW QUÉ LINDOO! 😍
—Te amo hasel una encueta desde Cuba, ¿podemo?",2.0
tweet12053,¿Que le hace una mancha mas al tigre y ¿que le hace una lancha mas al tigre ?? #chistes #humor,2.25
tweet20824,"—Hola nena, ¿Cogemos? 
—¡Ay, ubícate estúpido!
—¿Arriba o abajo?",1.8333
tweet21402,"-Te dejo porque nunca entendés lo que quiero decirte
- Dónde me dejás?",3.2
tweet13275,"Me caga cuando nace un bebé y ya están viendo a quién se parece. No mamen nació hace 15 minutos se parece a la rata de ""te la kreiste we xd""",1.0
tweet81,Pasa una mujer y jaimito le dice: oye te dolio? -Que cosa? -Cuando te caiste del cielo! -Ay q lindo -Noo es q te quedo la cara vuelta mierd@,1.8
tweet17913,"— ¿Me puede decir la hora?, por favor.

— ¡Penal para el Barcelona!

—Oiga per...

—¡Roja!",1.0
tweet10160,"Qué le dice una gallina deprimida a otra gallina deprimida?
- Necesitamos apoyo.",3.2
tweet12118,Era una señora tan recatada que se cambió de casa porque la calle donde vivía era de doble sentido... by @David_Correal,3.5
tweet18159,"Si el cachetero no se convierte en tanga, fracasaste como nalgona.",1.6667
tweet802,Típico: Te levantas de noche para ir al baño y corres lo mas veloz que puedes para que el fantasma no te alcance,1.375
tweet14858,"Si Diosito te castigó privándote de nalgas, tú no castigues al prójimo usando leggins.",1.75
tweet10779,Tiene una relación con: el refrigerador.,1.4
tweet7847,"#OjalaPagaranPor recibir puteadas de mi mamá, sería multimillonario.",1.3333
tweet21367,"-Mami, ¿por que los hombres se llaman MEN en inglés? - Porque son MENdigos, MENtirosos, MENsos y MENcabrona, Pero MEN cantan!",2.2
tweet21750,Ganar las 8 medallas de los gimnasios Pokémon es más complicado que ganar la Bundesliga con el Bayern.,2.5
tweet22119,"Iba caminando por la calle y de un carro me gritaron: ""¡Adiós, guapo!"" Y voltee con una sonrisa para darme cuenta que era mi tía.😔",2.0
tweet8221,"Como le harán los psicólogos para aguantarse las ganas y no decir: ""¿Pues que querías? Eso te pasa por pendejo"".",2.0
tweet23349,Si la vida te da la espalda..... Perrealeeee perrealeee duroooo contraa el murooo!!,1.2
tweet985,"Una señora coja llega a la verdulería de un tuerto: -¿Tiene Tomates? -Sí, escoja! -Y tu eres tuerto HDP!",2.0
tweet5580,Anuncio del periódico: Vndo mi máquina d scribir qu l falta una ltra. #chistes,2.5
tweet8982,"—Di algo bonito. —Tú. —Aún más bonito. —Tu hermana, JAJAJAJAJAJANo es cierto mi amorSUELTA ESA PIST...",1.75
tweet1063,"Fin de relación

Hombres: Iré al cine con amigos, necesito platicar y olvidarla.

Mujeres: Soltera pero nunca sola, vergas sobran, hoy cojo.",1.3333333333
tweet19496,"Dos amigas: -Comí tanto en año nuevo q subí 3 kg -Eso se quita con 2 mangos -¿De veras? -Sí, el de la escoba y el trapeador #fb",1.4
tweet16523,Un tipo a una mujer: -Es increíble que la seda de su vestido venga de un gusano -No hable así de mi marido! #fb,3.0
tweet1378,"Más Falso Que el ""sí, entendí"" en una clase de matemáticas.",1.6
tweet23218,"Le dice un amigo a otro:
-Antes, todas las mujeres iban detrás de mí.
-¿Y ahora por qué no?
-Es que ya no robo bo...",1.75
tweet19406,"Como se despiden los cardiólogos ?... Bye paz
 #chistes",2.2
